scenario,type,window,range,outside_support_share,transactions_affected,predictor,target,predicted,truth
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,rule_baseline,gmv_at_risk,335186.04442501627,580043.9299999997
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,rule_baseline,p95_latency_delta_ms,154.6435563342111,489.0
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,independent_ml,success_rate_delta_pp,-0.43767451921103984,-0.7823772725815248
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,independent_ml,timeout_rate_delta_pp,0.2894860128395642,0.6477057748420816
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,independent_ml,failures_delta,136.49755230634696,244.00000000000023
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,independent_ml,gmv_at_risk,321377.4848807333,580043.9299999997
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,independent_ml,p95_latency_delta_ms,279.6456818844772,489.0
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,rule_baseline,success_rate_delta_pp,-0.7496407587776255,-2.677397633629397
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,rule_baseline,timeout_rate_delta_pp,0.2466018464634302,2.497835636643473
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,rule_baseline,failures_delta,233.7904634399781,835.0
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,rule_baseline,gmv_at_risk,538774.3638403863,1985442.959999999
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,rule_baseline,p95_latency_delta_ms,269.3883567228095,1403.0
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,independent_ml,success_rate_delta_pp,-0.7425715868081384,-2.677397633629397
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,independent_ml,timeout_rate_delta_pp,0.5173835034671682,2.497835636643473
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,independent_ml,failures_delta,231.58580077785405,835.0
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,independent_ml,gmv_at_risk,486605.7418488795,1985442.959999999
route 50% gateway_b -> gateway_d,routing_change,2026-01-28,out_of_range,0.05538947018767647,12042,independent_ml,p95_latency_delta_ms,482.79547918615026,1403.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,rule_baseline,success_rate_delta_pp,-0.01436939510619517,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,rule_baseline,timeout_rate_delta_pp,0.003933044743287609,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,rule_baseline,failures_delta,4.481383251769103,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,rule_baseline,gmv_at_risk,16440.489958059043,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,rule_baseline,p95_latency_delta_ms,29.81652890002897,24.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,independent_ml,success_rate_delta_pp,-0.02700006344689143,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,independent_ml,timeout_rate_delta_pp,0.008984838566883022,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,independent_ml,failures_delta,8.420509787182027,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,independent_ml,gmv_at_risk,41809.735909962095,0.0
route 50% gateway_c -> gateway_a,routing_change,2026-01-28,in_range,0.003629286766252893,19012,independent_ml,p95_latency_delta_ms,22.682734347031328,24.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,rule_baseline,success_rate_delta_pp,0.004637669988560855,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,rule_baseline,timeout_rate_delta_pp,-0.0021014675577531172,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,rule_baseline,failures_delta,-1.4463501393324805,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,rule_baseline,gmv_at_risk,-5385.554057048634,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,rule_baseline,p95_latency_delta_ms,-22.151905899222584,-10.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,independent_ml,success_rate_delta_pp,-0.01470400959620033,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,independent_ml,timeout_rate_delta_pp,0.0013444827512833907,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,independent_ml,failures_delta,4.585739472767045,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,independent_ml,gmv_at_risk,20467.590965983458,0.0
route 90% gateway_d -> gateway_a,routing_change,2026-01-28,in_range,0.0010183990766515038,14729,independent_ml,p95_latency_delta_ms,-25.861518844318198,-10.0
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,rule_baseline,success_rate_delta_pp,-1.0733959384348402,-4.120306537980567
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,rule_baseline,timeout_rate_delta_pp,0.25075052057737923,4.033732003719499
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,rule_baseline,failures_delta,334.75999131967365,1284.9999999999995
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,rule_baseline,gmv_at_risk,1131822.6548770247,4097408.4899999993
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,rule_baseline,p95_latency_delta_ms,512.7695260515502,9498.0
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,independent_ml,success_rate_delta_pp,-0.9192182318302322,-4.120306537980567
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,independent_ml,timeout_rate_delta_pp,0.7024602809870986,4.033732003719499
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,independent_ml,failures_delta,286.6765899608945,1284.9999999999995
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,independent_ml,gmv_at_risk,881929.7195377313,4097408.4899999993
"gateway_a outage 60m, all its traffic rerouted to gateway_b",combined,2026-01-28,out_of_range,0.45753899480069327,1731,independent_ml,p95_latency_delta_ms,761.2691430117811,9498.0
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,rule_baseline,success_rate_delta_pp,-1.9804020893617547,-1.9345040601403518
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,rule_baseline,timeout_rate_delta_pp,0.9688017568514078,1.3402788131859058
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,rule_baseline,failures_delta,1564.6942724044416,1518.0
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,rule_baseline,gmv_at_risk,2068773.075556185,1958483.077278765
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,rule_baseline,p95_latency_delta_ms,346.6720657227024,902.0
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,independent_ml,success_rate_delta_pp,-0.43316671380851934,-1.9345040601403518
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,independent_ml,timeout_rate_delta_pp,0.24745835089022855,1.3402788131859058
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,independent_ml,failures_delta,781.4760969110569,1518.0
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,independent_ml,gmv_at_risk,656142.4263360463,1958483.077278765
HDFC UPI -15pp during a 50% traffic surge,combined,2026-01-28,in_range,0.0035564315708286913,46676,independent_ml,p95_latency_delta_ms,378.15605218536166,902.0
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,success_rate_delta_pp,-0.07898367268813766,-0.10309942650944537
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,timeout_rate_delta_pp,0.028033052283527905,0.048327856176300005
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,failures_delta,24.51495232894422,32.00000000000182
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,gmv_at_risk,53462.66510838643,59374.31999999937
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,p95_latency_delta_ms,0.0,12.0
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,success_rate_delta_pp,0.00014310944441708884,-0.10309942650944537
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,timeout_rate_delta_pp,6.118846808582726e-05,0.048327856176300005
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,failures_delta,-0.0444183093582069,32.00000000000182
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,gmv_at_risk,-2280.313437730074,59374.31999999937
HDFC UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,p95_latency_delta_ms,0.030586574610424577,12.0
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,success_rate_delta_pp,-0.15898183220073303,-0.17720213931310402
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,timeout_rate_delta_pp,0.0855971776657305,0.12565242605837995
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,failures_delta,49.34478107846371,55.000000000001364
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,gmv_at_risk,107507.47799084987,157601.83999999985
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,rule_baseline,p95_latency_delta_ms,0.0,33.0
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,success_rate_delta_pp,-0.00047147338265718375,-0.17720213931310402
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,timeout_rate_delta_pp,-0.00022670525990798468,0.12565242605837995
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,failures_delta,0.14633590850917244,55.000000000001364
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,gmv_at_risk,-172.82574453670532,157601.83999999985
HDFC UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,497,independent_ml,p95_latency_delta_ms,0.1315797816414488,33.0
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,rule_baseline,success_rate_delta_pp,-0.31897815122590156,-0.34796056446936285
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,rule_baseline,timeout_rate_delta_pp,0.16366755088484553,0.20619885301887997
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,rule_baseline,failures_delta,99.00443857749542,108.00000000000091
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,rule_baseline,gmv_at_risk,215597.10375577677,271951.6799999997
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,rule_baseline,p95_latency_delta_ms,0.0,55.0
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,independent_ml,success_rate_delta_pp,0.0008171930194200705,-0.34796056446936285
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,independent_ml,timeout_rate_delta_pp,-0.0004288224499843056,0.20619885301887997
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,independent_ml,failures_delta,-0.25364036936775847,108.00000000000091
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,independent_ml,gmv_at_risk,-2165.642361467704,271951.6799999997
HDFC UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.13883299798792756,497,independent_ml,p95_latency_delta_ms,0.2886835436675028,55.0
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,rule_baseline,success_rate_delta_pp,-0.6389707892762386,-0.61859655905665
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,rule_baseline,timeout_rate_delta_pp,0.3198082973230751,0.41239770603776016
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,rule_baseline,failures_delta,198.32375357555907,192.00000000000318
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,rule_baseline,gmv_at_risk,431776.35528563056,444762.95999999996
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,rule_baseline,p95_latency_delta_ms,0.0,119.0
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,independent_ml,success_rate_delta_pp,0.0008171930194200705,-0.61859655905665
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,independent_ml,timeout_rate_delta_pp,-0.0004288224499843056,0.41239770603776016
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,independent_ml,failures_delta,-0.25364036936775847,192.00000000000318
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,independent_ml,gmv_at_risk,-2165.642361467704,444762.95999999996
HDFC UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,497,independent_ml,p95_latency_delta_ms,0.2886835436675028,119.0
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,success_rate_delta_pp,-0.0891518689830284,-0.08699014111734904
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,timeout_rate_delta_pp,0.03498048391421416,0.05477157033313999
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,failures_delta,27.670957094952428,27.000000000002956
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,gmv_at_risk,57843.71167081036,40795.4299999997
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,p95_latency_delta_ms,0.0,15.0
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,success_rate_delta_pp,-0.0009605597413142597,-0.08699014111734904
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,timeout_rate_delta_pp,0.0009228369769430367,0.05477157033313999
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,failures_delta,0.29813853250902866,27.000000000002956
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,gmv_at_risk,2406.952176945284,40795.4299999997
SBI UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,p95_latency_delta_ms,0.05941919990982569,15.0
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,success_rate_delta_pp,-0.17898216765789288,-0.16431471099942474
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,timeout_rate_delta_pp,0.09805283052164229,0.10632128358785999
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,failures_delta,55.55248519765678,51.00000000000159
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,gmv_at_risk,116525.46823376324,71451.66000000015
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,rule_baseline,p95_latency_delta_ms,0.0,24.0
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,success_rate_delta_pp,-0.003648730442129544,-0.16431471099942474
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,timeout_rate_delta_pp,0.0021184798371287963,0.10632128358785999
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,failures_delta,1.1324929546281055,51.00000000000159
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,gmv_at_risk,6865.687250198796,71451.66000000015
SBI UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,559,independent_ml,p95_latency_delta_ms,0.306109914496119,24.0
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,rule_baseline,success_rate_delta_pp,-0.3586427650076329,-0.36084799278304214
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,rule_baseline,timeout_rate_delta_pp,0.18571840916321666,0.18686771054836002
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,rule_baseline,failures_delta,111.31554140306912,112.00000000000068
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,rule_baseline,gmv_at_risk,233888.98135967087,241314.3099999996
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,rule_baseline,p95_latency_delta_ms,0.0,50.0
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,independent_ml,success_rate_delta_pp,-0.0022168685851697845,-0.36084799278304214
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,independent_ml,timeout_rate_delta_pp,0.0025859202558400213,0.18686771054836002
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,independent_ml,failures_delta,0.688071671464968,112.00000000000068
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,independent_ml,gmv_at_risk,5337.7593737933785,241314.3099999996
SBI UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.2737030411449016,559,independent_ml,p95_latency_delta_ms,0.806322292229197,50.0
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,rule_baseline,success_rate_delta_pp,-0.7179639597071241,-0.7410271280366088
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,rule_baseline,timeout_rate_delta_pp,0.36104956644636543,0.4478381339003801
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,rule_baseline,failures_delta,222.8416538138972,230.00000000000273
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,rule_baseline,gmv_at_risk,468616.0076114852,507775.43000000063
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,rule_baseline,p95_latency_delta_ms,0.0,139.0
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,independent_ml,success_rate_delta_pp,-0.0022168685851697845,-0.7410271280366088
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,independent_ml,timeout_rate_delta_pp,0.0025859202558400213,0.4478381339003801
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,independent_ml,failures_delta,0.688071671464968,230.00000000000273
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,independent_ml,gmv_at_risk,5337.7593737933785,507775.43000000063
SBI UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,559,independent_ml,p95_latency_delta_ms,0.806322292229197,139.0
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,success_rate_delta_pp,-0.016718039097862736,-0.019331142470524476
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,timeout_rate_delta_pp,0.008415062980966087,0.006443714156839989
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,failures_delta,5.188944975194772,6.000000000001592
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,gmv_at_risk,9825.920419724658,12579.229999999516
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,p95_latency_delta_ms,0.0,1.0
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,success_rate_delta_pp,-0.00020582051742934482,-0.019331142470524476
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,timeout_rate_delta_pp,0.00017571115189232364,0.006443714156839989
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,failures_delta,0.06388257219964544,6.000000000001592
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,gmv_at_risk,372.35148401372135,12579.229999999516
AU Small Finance UPI -5pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,p95_latency_delta_ms,0.0,1.0
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,success_rate_delta_pp,-0.034267147182376334,-0.028996713705786714
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,timeout_rate_delta_pp,0.018898746982850753,0.025774856627359954
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,failures_delta,10.635837142466016,9.000000000002274
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,gmv_at_risk,20396.327890187502,14834.649999999441
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,rule_baseline,p95_latency_delta_ms,0.0,5.0
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,success_rate_delta_pp,-0.00045981710719011915,-0.028996713705786714
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,timeout_rate_delta_pp,0.0003540288437457739,0.025774856627359954
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,failures_delta,0.14271803372957947,9.000000000002274
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,gmv_at_risk,468.73425667826086,14834.649999999441
AU Small Finance UPI -10pp 18:00-20:00,issuer_degradation,2026-02-03,in_range,0.0,109,independent_ml,p95_latency_delta_ms,0.0,5.0
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,rule_baseline,success_rate_delta_pp,-0.06936536335140353,-0.07088085572524161
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,rule_baseline,timeout_rate_delta_pp,0.03602495871282401,0.03544042786261994
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,rule_baseline,failures_delta,21.52962147700873,22.000000000000682
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,rule_baseline,gmv_at_risk,41537.14283111412,46637.610000000335
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,rule_baseline,p95_latency_delta_ms,0.0,8.0
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,independent_ml,success_rate_delta_pp,-0.00012807174342155392,-0.07088085572524161
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,independent_ml,timeout_rate_delta_pp,0.0007856939819229913,0.03544042786261994
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,independent_ml,failures_delta,0.039750907723146156,22.000000000000682
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,independent_ml,gmv_at_risk,210.43562725372612,46637.610000000335
AU Small Finance UPI -20pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,0.48623853211009177,109,independent_ml,p95_latency_delta_ms,-0.15902308593922498,8.0
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,rule_baseline,success_rate_delta_pp,-0.13956179568945792,-0.1192087119015417
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,rule_baseline,timeout_rate_delta_pp,0.07027738217277019,0.07732456988207995
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,rule_baseline,failures_delta,43.317190146093935,37.00000000000068
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,rule_baseline,gmv_at_risk,83818.77271296643,71180.12000000011
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,rule_baseline,p95_latency_delta_ms,0.0,18.0
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,independent_ml,success_rate_delta_pp,-0.00012807174342155392,-0.1192087119015417
